gene,component,n_mut,n_wt,effect,p,q
RBM5,C1,94,8598,0.119769636541605,1.58099876507755e-05,0.005346599636119796
ATP8A2,C1,200,8492,0.0822443887591362,1.585533681943174e-05,0.005346599636119796
VWA5B2,C1,74,8618,0.13280821964144707,1.606573773705721e-05,0.005400512896668137
ZNF180,C1,119,8573,0.10169477015733719,1.626483557782143e-05,0.005447642145689216
RNF128,C2,91,8601,0.0785127729177475,1.6357066424629902e-05,0.005447642145689216
GOLGB1,C1,317,8375,0.06118559092283249,1.635882660498277e-05,0.005447642145689216
MTOR,C1,291,8401,0.06090974062681198,1.688799289227152e-05,0.005606394062770983
BRAF,C6,729,7963,-0.04590407386422157,1.7084852025809482e-05,0.005654186817804738
PROCR,C1,34,8658,0.19031871110200882,1.7166866634438225e-05,0.005661640341015216
C2CD3,C1,211,8481,0.0700608566403389,1.721330181512821e-05,0.005661640341015216
UTP14A,C1,100,8592,0.11576119810342789,1.7395453576287327e-05,0.005695314849485365
GULP1,C1,47,8645,0.14830583333969116,1.7440211572909622e-05,0.005695314849485365
COL6A2,C1,210,8482,0.07682793214917183,1.74755207924637e-05,0.005695314849485365
MBTPS1,C1,132,8560,0.100202776491642,1.7539676337865785e-05,0.005698848759308514
UST,C1,61,8631,0.14481356739997864,1.7984170448091794e-05,0.005825563285512789
FRAS1,C1,450,8242,0.054519958794116974,1.810537048308133e-05,0.0058280150777866874
CROT,C1,121,8571,0.11220806837081909,1.8142790461705714e-05,0.0058280150777866874
JARID2,C1,192,8500,0.07412727549672127,1.8155300674515106e-05,0.0058280150777866874
TET3,C1,194,8498,0.07050806283950806,1.8319596760500206e-05,0.00585438650126296
BCAR1,C1,105,8587,0.0996878370642662,1.834698658437258e-05,0.00585438650126296
MYO7A,C2,265,8427,0.045261919498443604,1.8558635412385442e-05,0.005875279176246531
XPO1,C1,106,8586,0.09599553793668747,1.8675052684226017e-05,0.005875279176246531
EYS,C1,380,8312,0.05156461335718632,1.871392789441687e-05,0.005875279176246531
IGSF10,C2,357,8335,0.03723977506160736,1.8769742170008616e-05,0.005875279176246531
PPP1R3A,C1,345,8347,0.051573727279901505,1.8775354228840785e-05,0.005875279176246531
SPTBN4,C1,281,8411,0.08334802091121674,1.8792152892416178e-05,0.005875279176246531
GPR56,C2,62,8630,0.08092969283461571,1.8808904010702678e-05,0.005875279176246531
MAML3,C1,108,8584,0.08600586652755737,1.88900653283176e-05,0.005875279176246531
DDX50,C1,104,8588,0.10184157267212868,1.8907125024592188e-05,0.005875279176246531
USP37,C1,109,8583,0.11664428561925888,1.9103165333697345e-05,0.005916647998245092
MDN1,C2,446,8246,0.03812533617019653,1.915095239665471e-05,0.005916647998245092
OR4N4,C1,153,8539,0.0871744453907013,1.93501746420531e-05,0.005952763979187815
ROBO3,C1,174,8518,0.08188565820455551,1.9379227143741203e-05,0.005952763979187815
FBN1,C1,362,8330,0.0788625106215477,1.9523240372310326e-05,0.005979817486643223
XRN1,C1,225,8467,0.07903175055980682,1.9716371739389277e-05,0.006021717924153588
UPF2,C1,147,8545,0.08816792815923691,2.0044845387544544e-05,0.0060850186191364845
RUNDC3B,C1,108,8584,0.11330564692616463,2.0072981163078573e-05,0.0060850186191364845
STAB1,C1,311,8381,0.0624302476644516,2.0168459080858242e-05,0.0060850186191364845
P2RY12,C1,56,8636,0.13461866602301598,2.020673526893861e-05,0.0060850186191364845
ZC3H13,C1,236,8456,0.06955001875758171,2.0209145009114395e-05,0.0060850186191364845
LAMB2,C1,191,8501,0.06770748645067215,2.030123106042305e-05,0.0060850186191364845
MYH14,C1,231,8461,0.06489381194114685,2.032210416696345e-05,0.0060850186191364845
UTP23,C1,35,8657,0.2062181532382965,2.0451308007153194e-05,0.006106600616571641
MGA,C1,353,8339,0.06535299867391586,2.0561531805687783e-05,0.006122410874375491
CDH11,C1,241,8451,0.06615247018635273,2.0629950715428565e-05,0.006122749284550477
EPHA2,C1,203,8489,0.07107176631689072,2.0677223579205228e-05,0.006122749284550477
IRS1,C1,153,8539,0.10499141365289688,2.0789835066972914e-05,0.006127112347986401
PHRF1,C10,206,8486,0.07646720856428146,2.083933168149704e-05,0.006127112347986401
USP36,C1,115,8577,0.12098467350006104,2.086391347353549e-05,0.006127112347986401
PHF3,C1,239,8453,0.0769321471452713,2.0973197529086675e-05,0.006133410563736509
CCDC108,C1,268,8424,0.07544728834182024,2.10080004312058e-05,0.006133410563736509
FARP2,C10,117,8575,0.15584217011928558,2.1105638517992347e-05,0.006133410563736509
SH3KBP1,C1,109,8583,0.0876082330942154,2.116529811876797e-05,0.006133410563736509
ADCY2,C1,258,8434,0.0739973271265626,2.1202964329885958e-05,0.006133410563736509
CSPP1,C1,166,8526,0.09314151853322983,2.122962420092902e-05,0.006133410563736509
PLEKHH3,C1,88,8604,0.13134967908263206,2.1382102769484877e-05,0.0061608120152206345
TRPM6,C1,325,8367,0.06876594573259354,2.145576657133132e-05,0.006165418342497401
CDH15,C1,98,8594,0.11899547651410103,2.155715750540868e-05,0.006173630600824963
TENM1,C1,521,8171,0.05738560110330582,2.1599852611028814e-05,0.006173630600824963
INTS3,C2,114,8578,0.06109072268009186,2.1686410679852544e-05,0.0061818414827560465
KAT6A,C1,229,8463,0.07490222156047821,2.1811641543837658e-05,0.006187373804172938
PARP1,C1,107,8585,0.11089373379945755,2.1821582885919002e-05,0.006187373804172938
KMT2D,C1,849,7843,0.04173123836517334,2.209457345212383e-05,0.006248205089254573
TMTC1,C1,150,8542,0.08229260891675949,2.2158594071831635e-05,0.006249775915310065
DYRK1A,C1,148,8544,0.1159026175737381,2.2258521272543806e-05,0.006261439184078533
ABCB4,C1,218,8474,0.07192328944802284,2.2400784108607866e-05,0.006284919207542642
ABCE1,C1,82,8610,0.11920056119561195,2.24864461204334e-05,0.006292437551020546
CUX2,C1,247,8445,0.05407257378101349,2.2852700125415485e-05,0.0063781980964583785
OVCH1,C1,203,8489,0.0702960416674614,2.291225180586755e-05,0.0063781980964583785
TSC1,C1,162,8530,0.08104978874325752,2.3305338982090896e-05,0.006470772768388541
TPR,C1,265,8427,0.06454696506261826,2.3447095825473568e-05,0.006493266205595395
RIMS2,C1,404,8288,0.07160048186779022,2.3518703306991866e-05,0.006496266947556079
RPGRIP1L,C1,166,8526,0.0884755440056324,2.365949653698853e-05,0.006518313252108057
SPTAN1,C1,271,8421,0.0634288527071476,2.381814622433066e-05,0.006545153107444859
DLX6,C1,34,8658,0.19993752241134644,2.3881214113163757e-05,0.006545657086771162
PEX6,C1,69,8623,0.11645513027906418,2.419826118424725e-05,0.006607245886911375
GZF1,C1,87,8605,0.14910932630300522,2.42295351338615e-05,0.006607245886911375
FBN3,C1,378,8314,0.06202999874949455,2.429490021944356e-05,0.006608212859688649
SPRED1,C1,93,8599,0.11215060204267502,2.4654331915053613e-05,0.006688958031450688
WDFY3,C1,396,8296,0.05342350900173187,2.4997063931095276e-05,0.0067643119532964325
ASCC3,C1,245,8447,0.06999603658914566,2.5058632067667523e-05,0.0067643119532964325
TRIP11,C1,186,8506,0.07751891389489174,2.5580347290813514e-05,0.006887750136017132
POTEF,C1,210,8482,0.09942525252699852,2.5801118338719367e-05,0.006929739562652627
RAD23A,C1,47,8645,0.1812032237648964,2.595106032883811e-05,0.006952542719076388
DMXL1,C1,293,8399,0.06280763447284698,2.602834420736497e-05,0.006955814705976215
NBEA,C1,434,8258,0.05623430758714676,2.610867048360828e-05,0.006959881396548107
NOSTRIN,C1,72,8620,0.11244810000061989,2.6258669461969237e-05,0.006982454554245432
HEPH,C1,258,8434,0.06573395896703005,2.6440708505176878e-05,0.007013414333422797
JMJD1C,C1,256,8436,0.0714690051972866,2.6519960225052e-05,0.007017023931230591
MMP21,C2,67,8625,0.07588982582092285,2.665174912383475e-05,0.007034482405781333
MAPK8IP1,C1,76,8616,0.13646220043301582,2.6760072218098778e-05,0.007045676551295289
ABCA9,C1,234,8458,0.07243809103965759,2.6918993550704805e-05,0.007059509094462495
AMZ2,C1,53,8639,0.15544924139976501,2.6948347094460385e-05,0.007059509094462495
HTR3E,C1,86,8606,0.1315108872950077,2.7010732110043037e-05,0.007059509094462495
FAM110B,C1,76,8616,0.1395603083074093,2.775386131843678e-05,0.007215469134302533
LRRC27,C1,75,8617,0.1296658217906952,2.7806101608845972e-05,0.007215469134302533
FAT2,C1,471,8221,0.057061828672885895,2.7809958121282777e-05,0.007215469134302533
FAM184A,C1,177,8515,0.08816792815923691,2.7944461734484288e-05,0.007232811577649957
CAPN1,C2,64,8628,0.08670132607221603,2.8051307699969657e-05,0.007242928956270427
CCND1,C1,64,8628,0.1487109586596489,2.8162745881291354e-05,0.007254180442714508
CGNL1,C1,165,8527,0.08358827233314514,2.8619714973353178e-05,0.007354165989883561
SLC8A2,C1,133,8559,0.08365078270435333,2.8910719108947583e-05,0.007399772228386482
ZNF292,C1,315,8377,0.07273514568805695,2.8935645781559175e-05,0.007399772228386482
ATP2B3,C1,203,8489,0.069318026304245,2.918915826150482e-05,0.0074467882136558935
AXIN1,C1,137,8555,0.08270802348852158,2.938575144057375e-05,0.00747909353807517
MBD6,C1,161,8531,0.08775490522384644,2.9687909042871823e-05,0.00753804922813973
NEIL3,C1,73,8619,0.10507571697235107,2.999183555123041e-05,0.007597173585507881
AMPD3,C1,120,8572,0.07465295493602753,3.0137822761370837e-05,0.007616105678249403
ZNF366,C1,141,8551,0.09179842472076416,3.021233784251211e-05,0.007616929400974469
VLDLR,C1,88,8604,0.10856848582625389,3.0349692472166292e-05,0.0076261600193347785
MUC16,C1,1754,6938,0.027939727529883385,3.039163456290802e-05,0.0076261600193347785
SZT2,C1,311,8381,0.05648185312747955,3.052178859529389e-05,0.007640883170216712
USPL1,C1,105,8587,0.10728808492422104,3.109169926139927e-05,0.007765369823005927
ZNF157,C1,97,8595,0.09336549788713455,3.118034250934405e-05,0.007765723112754569
ZBTB21,C1,113,8579,0.09092448651790619,3.123840871954484e-05,0.007765723112754569
XYLT1,C1,170,8522,0.09340648725628853,3.150906885480975e-05,0.007814833931099172
AARS2,C1,117,8575,0.1030789315700531,3.169348639562235e-05,0.007842377133672331
FSIP2,C1,328,8364,0.0621887082234025,3.234601218295645e-05,0.007979362147951839
DHX15,C1,122,8570,0.10881269350647926,3.2396377527794284e-05,0.007979362147951839
TEAD2,C2,79,8613,0.063198022544384,3.264943138261737e-05,0.00801281292552557
SMAD4,C1,229,8463,0.08471270650625229,3.273219189732551e-05,0.00801281292552557
CYP4F11,C1,124,8568,0.1062324307858944,3.275706526394509e-05,0.00801281292552557
ARID1A,C5,703,7989,0.05066240578889847,3.284106385555209e-05,0.00801501909110296
ABCC9,C1,307,8385,0.07187412679195404,3.309758999729962e-05,0.008059225467770706
HERC3,C1,109,8583,0.11660151928663254,3.332934827597684e-05,0.008097213666610955
SUSD3,C10,36,8656,0.24537675641477108,3.349743592500604e-05,0.008104416142365966
ZNF682,C5,85,8607,-0.10296802222728729,3.3528391277429126e-05,0.008104416142365966
MYH7,C2,406,8286,0.03441328392364085,3.367448243138499e-05,0.008104416142365966
CXorf22,C1,219,8473,0.05873512476682663,3.371758625149675e-05,0.008104416142365966
CBFA2T2,C2,93,8599,0.06527829822152853,3.373807423432921e-05,0.008104416142365966
C10orf90,C1,141,8551,0.09611291438341141,3.390713260867077e-05,0.008126764231696122
ZNF257,C1,180,8512,0.1099894754588604,3.399129342801107e-05,0.00812870984850262
POLR2B,C1,160,8532,0.05872531235218048,3.407315420810404e-05,0.008130097973726538
PCDH15,C1,712,7980,0.04635319858789444,3.420426229691641e-05,0.008143204504434691
LPPR4,C1,171,8521,0.08816792815923691,3.45207175049108e-05,0.00820028137423321
RALGAPA1,C1,198,8494,0.08881412819027901,3.509077597031409e-05,0.008315622479094011
SLC2A14,C1,108,8584,0.09827716648578644,3.52396401782215e-05,0.008315622479094011
ITGA3,C1,113,8579,0.10513822734355927,3.523964398134249e-05,0.008315622479094011
NLRC5,C2,238,8454,0.035942647606134415,3.542170757255066e-05,0.008340173684306994
ZNF208,C1,383,8309,0.05206684768199921,3.5896558873994205e-05,0.008425268062848199
CC2D2A,C1,139,8553,0.10538681596517563,3.594074835970269e-05,0.008425268062848199
LRRK2,C1,443,8249,0.059187889099121094,3.610513512101972e-05,0.008445283422093051
CLASP1,C1,153,8539,0.07102834433317184,3.6304575261131695e-05,0.008473392744790248
RLTPR,C1,156,8536,0.07647636905312538,3.679837512014793e-05,0.008569932694647784
SLC29A2,C1,56,8636,0.14674517139792442,3.692403385434712e-05,0.00858050331063976
THSD7A,C10,357,8335,0.05928324908018112,3.7320613092675154e-05,0.008650371288409196
DOCK3,C1,351,8341,0.056780844926834106,3.738653958281927e-05,0.008650371288409196
MLH3,C1,139,8553,0.10768348723649979,3.778004951370395e-05,0.008704137201908017
METTL17,C1,68,8624,0.10917775332927704,3.7796386111749075e-05,0.008704137201908017
ADD3,C1,112,8580,0.11242250725626945,3.786319225122762e-05,0.008704137201908017
CAND1,C1,155,8537,0.10538681596517563,3.8045037639639946e-05,0.00871213778891629
ADCY5,C1,187,8505,0.07586974650621414,3.806099711330552e-05,0.00871213778891629
ULK1,C1,145,8547,0.0646696612238884,3.82261592969981e-05,0.008731246846606642
TRPM3,C1,273,8419,0.06281929463148117,3.838870824764505e-05,0.008749678799232974
KIRREL,C1,138,8554,0.07602265104651451,3.870912434901406e-05,0.008803937354068526
C10ORF68,C1,105,8587,0.11001960933208466,3.885602436728705e-05,0.008818585097166702
KCNU1,C2,220,8472,0.04663407802581787,3.894823877339378e-05,0.00882078587271335
FIGNL1,C1,91,8601,0.12924741953611374,3.9171005911148823e-05,0.008838054464224719
FPGT-TNNI3K,C1,144,8548,0.10148051008582115,3.918984635573376e-05,0.008838054464224719
TBC1D4,C1,160,8532,0.09837338328361511,3.963567039068772e-05,0.008903619194814123
PLCE1,C1,291,8401,0.057796165347099304,3.964715926443948e-05,0.008903619194814123
AIMP2,C1,46,8646,0.16579975932836533,3.9819912552120016e-05,0.008923667446900254
ITPR3,C2,256,8436,0.03295060992240906,3.998593394666908e-05,0.008942126349713676
CDH2,C1,187,8505,0.10024753212928772,4.023429980907339e-05,0.008978884577016094
SEMA3E,C1,200,8492,0.09233368933200836,4.038093060456994e-05,0.008992833245637728
SPEG,C1,347,8345,0.05443672090768814,4.0637726670458463e-05,0.009031206715520433
DNAH8,C1,660,8032,0.04721876233816147,4.082082536137027e-05,0.009032313937333697
NOS1,C1,337,8355,0.0590740367770195,4.08437699381638e-05,0.009032313937333697
NLGN3,C1,132,8560,0.10848270729184151,4.0896197665670456e-05,0.009032313937333697
SKP2,C1,50,8642,0.11955172196030617,4.105619287484383e-05,0.009033877021460118
EVC,C1,128,8564,0.1041085459291935,4.107229674103444e-05,0.009033877021460118
DSCAML1,C1,357,8335,0.07040619663894176,4.1289276442247224e-05,0.009048626302570898
RTTN,C1,230,8462,0.07410506904125214,4.131062916798095e-05,0.009048626302570898
CORIN,C7,174,8518,0.11716597899794579,4.144871409924422e-05,0.009048626302570898
ADAMTS12,C1,433,8259,0.06218433380126953,4.147794948604008e-05,0.009048626302570898
C5orf42,C1,298,8394,0.066581130027771,4.1663398796153995e-05,0.009054089808805833
EFCAB1,C1,50,8642,0.14463893324136734,4.16723935968836e-05,0.009054089808805833
PSEN1,C2,54,8638,0.08876379206776619,4.1828430520327694e-05,0.009069557624545536
SAMHD1,C1,119,8573,0.10932901501655579,4.2504634663806554e-05,0.009197521107332522
MDC1,C1,218,8474,0.08244042098522186,4.259465955243725e-05,0.009198381267711782
MYH9,C1,269,8423,0.05566735565662384,4.277946270297351e-05,0.009209456975681376
OR52A5,C2,115,8577,0.06815187633037567,4.293385396706931e-05,0.009209456975681376
CASKIN1,C1,99,8593,0.09954781830310822,4.298826675462166e-05,0.009209456975681376
FOXP1,C1,142,8550,0.103151585906744,4.299967331618293e-05,0.009209456975681376
KIAA0100,C1,219,8473,0.05657958984375,4.3076714637036815e-05,0.009209456975681376
PSMD12,C1,59,8633,0.11275115609169006,4.319687754808952e-05,0.009216713417925303
ZNF624,C1,103,8589,0.10530053079128265,4.392896580219591e-05,0.0093542444788676
HECA,C1,91,8601,0.10499141365289688,4.412121814829214e-05,0.009374803853962707
MAGI2,C1,271,8421,0.06114215590059757,4.4200916240057665e-05,0.009374803853962707
POLE,C1,282,8410,0.06223255954682827,4.495852729417179e-05,0.009501930348099718
RBM12B,C1,118,8574,0.10099402070045471,4.497807921847831e-05,0.009501930348099718
TKTL1,C2,89,8603,0.07193927466869354,4.5193483767082606e-05,0.009528604814134246
CCDC18,C1,138,8554,0.1054738238453865,4.5454710817811264e-05,0.009564816471615655
CDK17,C1,57,8635,0.1532219499349594,4.5949216990059e-05,0.009645099848563533
KCNV1,C2,149,8543,0.050973258912563324,4.60981905630748e-05,0.009645099848563533
MSH3,C2,130,8562,0.052060581743717194,4.6141414582514265e-05,0.009645099848563533
TECRL,C1,155,8537,0.09390372037887573,4.622821958305947e-05,0.009645099848563533
KCTD8,C1,157,8535,0.09993245452642441,4.628738420813774e-05,0.009645099848563533
SCN5A,C1,371,8321,0.05127318203449249,4.666924707583761e-05,0.009705750652565636
FAM83D,C2,79,8613,0.07830345630645752,4.6946468473733846e-05,0.009744446007705347
IMMT,C1,93,8599,0.10447707772254944,4.7545814186108805e-05,0.009849723552787376
RNF213,C1,400,8292,0.06292931362986565,4.7776308413298404e-05,0.009878329331040516
ARHGEF4,C1,98,8594,0.12018551677465439,4.797283280602388e-05,0.009899814547553528
IRX1,C1,153,8539,0.08808209747076035,4.809169597881618e-05,0.009905221451544382
MYO5C,C1,187,8505,0.0686362236738205,4.838507960790961e-05,0.009920997791509017
LEPR,C1,219,8473,0.06928250938653946,4.8407130393745706e-05,0.009920997791509017
LUM,C1,107,8585,0.12329307198524475,4.844672248884623e-05,0.009920997791509017
ZNF324,C10,62,8630,0.1639663316309452,4.858027432411427e-05,0.009929325055737131
ARID1A,C1,703,7989,0.043588340282440186,4.87305791605668e-05,0.009930256767398211
MED12L,C1,319,8373,0.06548329442739487,4.877062568182215e-05,0.009930256767398211
SOX11,C1,67,8625,0.17884473502635956,4.928537135458632e-05,0.010015986799087186
POU2F3,C2,62,8630,0.09154952690005302,4.943318234593304e-05,0.010026962922297643
IPO9,C1,116,8576,0.11976135149598122,4.9724630801141655e-05,0.010066977526740224
UNC5CL,C1,66,8626,0.11091714724898338,4.9914584947838204e-05,0.010086331706208151
CNTLN,C2,213,8479,0.034195966087281704,5.019359341850037e-05,0.010097957651538054
LUZP1,C1,111,8581,0.1193295493721962,5.0225531883160834e-05,0.010097957651538054
SYTL5,C1,113,8579,0.11634446680545807,5.0255514431019354e-05,0.010097957651538054
TBX2,C1,81,8611,0.10723741352558136,5.0455091187678973e-05,0.010106269382903339
GPR15,C1,74,8618,0.10620756819844246,5.053377667845514e-05,0.010106269382903339
OTOF,C1,317,8375,0.06918063014745712,5.058050927867541e-05,0.010106269382903339
CNNM1,C1,101,8591,0.0995984897017479,5.0720101518459e-05,0.010115253678949988
NCKAP5,C1,354,8338,0.057071391493082047,5.101621853573644e-05,0.010155362563493635
EPS8L3,C2,90,8602,0.07427189871668816,5.135548094601265e-05,0.010203894965064996
IQGAP3,C1,187,8505,0.0717514306306839,5.160440406204269e-05,0.010234330939918582
ZNF646,C2,195,8497,0.04498979449272156,5.181772311716382e-05,0.010257606167282118
FREM2,C1,430,8262,0.06335453316569328,5.197322067926117e-05,0.010269370420943258
CADPS2,C1,185,8507,0.07084625959396362,5.226303255733941e-05,0.010307581417434231
PSMC5,C1,51,8641,0.13683922588825226,5.3048144819202634e-05,0.01044295793015423
EIF3G,C1,40,8652,0.16983767598867416,5.314482407203171e-05,0.01044295793015423
MADD,C1,185,8507,0.07097580283880234,5.3316940529548655e-05,0.01045755536669107
MBOAT1,C1,68,8624,0.12178318575024605,5.386964560517275e-05,0.010546611056063271
DYNC1LI1,C1,56,8636,0.10991960018873215,5.4280657724977e-05,0.010581401723344397
EPT1,C5,43,8649,-0.14165496081113815,5.429182580947407e-05,0.010581401723344397
EHD3,C2,90,8602,0.057497188448905945,5.434431172463024e-05,0.010581401723344397
ITPR2,C1,322,8370,0.07206893805414438,5.456067925439815e-05,0.010604215217414809
EPHA2,C10,203,8489,0.07804842293262482,5.472992012561712e-05,0.010617803161067092
