gene_symbol,ensembl_id,ctrl_mean_expr,var_total,var_residual,var_interaction,noise,interaction_fraction,additive_fraction,reproducibility
ZIK1,ENSG00000171649,0.25747856,0.17118496,0.17097697,0.0072518545,0.16372511,0.042362686,0.001215004,0.04241422
LINC00958,ENSG00000251381,0.6610735,0.24324775,0.23441318,0.007251745,0.22716144,0.029812178,0.03631923,0.03093574
ENSG00000255197,ENSG00000255197,0.45692587,0.21839355,0.20526536,0.007251267,0.1980141,0.033202752,0.06011254,0.035326306
EFNB3,ENSG00000108947,0.40461978,0.19357564,0.18750243,0.0072494624,0.18025297,0.037450284,0.031373817,0.038663298
OR10H1,ENSG00000186723,0.14790197,0.071551986,0.07173943,0.007249241,0.064490184,0.10131433,0.0,0.10104961
ENSG00000253573,ENSG00000253573,0.40586212,0.20219447,0.20111601,0.007248339,0.19386767,0.035848353,0.0053337594,0.036040585
AKR1B15,ENSG00000227471,0.2698462,0.11906561,0.11794555,0.0072479276,0.11069763,0.06087339,0.009407088,0.06145147
STK17A,ENSG00000164543,1.7488562,0.043543473,0.03481181,0.0072470154,0.027564794,0.16643173,0.20052749,0.20817693
CEACAM20,ENSG00000273777,0.24510227,0.17125809,0.15237471,0.007246206,0.1451285,0.042311613,0.110262685,0.047555175
ENSG00000253687,ENSG00000253687,0.31887954,0.15358388,0.14975674,0.0072458927,0.14251085,0.04717873,0.02491889,0.048384417
CLIC3,ENSG00000169583,0.37272605,0.17681938,0.16638674,0.0072447667,0.15914197,0.040972695,0.059001707,0.043541733
FRRS1,ENSG00000156869,1.32256,0.1424692,0.12498141,0.0072439583,0.11773745,0.050845787,0.122747846,0.057960287
SLC44A1,ENSG00000070214,1.7552099,0.041893117,0.028971696,0.0072421296,0.021729566,0.17287159,0.3084378,0.24997258
CFAP410,ENSG00000160226,0.7595134,0.27701446,0.26993477,0.007241647,0.26269314,0.026141766,0.025557116,0.026827397
CHI3L1,ENSG00000133048,0.18474777,0.11491816,0.11643935,0.007241645,0.109197706,0.06301567,0.0,0.062192418
RFX3-DT,ENSG00000232104,1.3752137,0.16002405,0.12988406,0.007241526,0.12264254,0.045252737,0.18834658,0.055753767
TMEM35B,ENSG00000243749,1.2118807,0.19408175,0.15873033,0.0072412626,0.15148906,0.037310373,0.18214709,0.045619905
CHRNA3,ENSG00000080644,0.30029294,0.16034706,0.16122325,0.00724116,0.15398209,0.045159295,0.0,0.04491387
MADCAM1,ENSG00000099866,0.37390795,0.21309885,0.21334486,0.0072406055,0.20610425,0.033977684,0.0,0.033938505
CCDC28A-AS1,ENSG00000279968,0.64154696,0.26255867,0.25836998,0.007240478,0.2511295,0.02757661,0.015953336,0.02802368
SLC16A1-AS1,ENSG00000226419,1.5343766,0.082461685,0.06154111,0.0072391992,0.05430191,0.08778864,0.25370055,0.11763193
DTX1,ENSG00000135144,0.2928639,0.15837926,0.16056171,0.007237964,0.15332374,0.0457002,0.0,0.045079015
P3R3URF-PIK3R3,ENSG00000278139,0.35195562,0.18104726,0.17930794,0.007237653,0.17207028,0.039976593,0.009607011,0.040364373
DHRS4L1,ENSG00000225766,0.5959454,0.22770055,0.22173442,0.007237588,0.21449684,0.031785555,0.026201636,0.032640796
POGLUT3,ENSG00000178202,1.2966958,0.111093186,0.09240071,0.007235728,0.08516498,0.06513206,0.16825946,0.07830815
AZIN2,ENSG00000142920,1.2404683,0.18170656,0.15382452,0.0072353636,0.14658916,0.039818946,0.15344542,0.047036476
EMID1,ENSG00000186998,0.5367715,0.21270013,0.21184577,0.0072328066,0.20461297,0.03400471,0.004016726,0.03414185
SPSB1,ENSG00000171621,1.621578,0.07206029,0.049646765,0.0072326716,0.04241409,0.10036973,0.31103846,0.14568263
ENSG00000287972,ENSG00000287972,0.0927018,0.046570428,0.047229238,0.007231964,0.039997272,0.1552909,0.0,0.15312472
CPOX,ENSG00000080819,1.4409002,0.090373985,0.0726241,0.0072303317,0.06539377,0.080004565,0.19640478,0.099558294
ZBED2,ENSG00000177494,0.24616407,0.123430565,0.12282063,0.007230164,0.11559047,0.05857677,0.004941518,0.058867667
SLC9A3,ENSG00000066230,0.89727676,0.2577729,0.25308022,0.007228406,0.24585181,0.028041761,0.018204683,0.028561719
ENSG00000286541,ENSG00000286541,0.15691139,0.0810602,0.08197063,0.007228298,0.07474233,0.089171976,0.0,0.088181555
CRLF1,ENSG00000006016,0.92262137,0.23163757,0.22475898,0.007227606,0.21753138,0.03120222,0.029695462,0.03215714
LINC03007,ENSG00000223561,0.3291951,0.17953709,0.1720521,0.007227258,0.16482484,0.040254958,0.04169048,0.042006217
DANCR,ENSG00000226950,1.3255482,0.13197625,0.10700582,0.0072271693,0.09977865,0.054761138,0.18920395,0.06753997
ELOVL5,ENSG00000012660,1.6650171,0.064228036,0.047283184,0.007226901,0.04005628,0.11251942,0.2638233,0.15284295
LINC00189,ENSG00000215533,0.06806537,0.04053706,0.038672086,0.007226766,0.03144532,0.17827554,0.046006627,0.18687293
KCTD1,ENSG00000134504,1.3934599,0.122208804,0.110385515,0.007226566,0.10315895,0.05913294,0.09674662,0.06546661
UGT1A10,ENSG00000242515,0.16093571,0.059490293,0.058630116,0.0072259014,0.051404215,0.12146354,0.0144591145,0.12324556
KHDC1-AS1,ENSG00000229852,0.97614545,0.21839444,0.20937076,0.0072258385,0.20214492,0.033086184,0.041318275,0.034512166
ARL6,ENSG00000113966,1.3035971,0.13470739,0.1096122,0.0072256257,0.10238657,0.053639416,0.18629412,0.065919906
LINC02391,ENSG00000277851,0.2660979,0.14379154,0.1437463,0.007225353,0.13652095,0.0502488,0.0003146216,0.050264616
ENSG00000243273,ENSG00000243273,0.4211956,0.22887395,0.21257697,0.0072240448,0.20535293,0.03156342,0.07120506,0.033983197
ENSG00000287555,ENSG00000287555,1.0905889,0.22133723,0.18180023,0.0072224867,0.17457774,0.032631144,0.17862786,0.0397276
ENSG00000268533,ENSG00000268533,1.1048778,0.18063766,0.16389678,0.0072212154,0.15667556,0.039976247,0.09267654,0.04405953
NEFH,ENSG00000100285,0.23616649,0.13311176,0.1304258,0.0072190566,0.12320674,0.054233048,0.020178262,0.055349912
GGT8P,ENSG00000236969,0.32203203,0.14976,0.1474943,0.0072180666,0.14027624,0.048197564,0.015128818,0.048937935
ENSG00000253217,ENSG00000253217,0.22207245,0.106122784,0.104731746,0.007217111,0.09751464,0.06800718,0.0131078195,0.06891044
MSX1,ENSG00000163132,0.8637643,0.2781431,0.22790529,0.0072168247,0.22068846,0.025946444,0.1806186,0.031665895
LINC01169,ENSG00000259471,0.71797365,0.2933513,0.2861826,0.007216761,0.27896586,0.024601087,0.024437187,0.025217328
ZBTB38,ENSG00000177311,1.7926131,0.04319151,0.027691344,0.0072145606,0.020476783,0.16703655,0.3588707,0.26053488
BAIAP2L2,ENSG00000128298,0.8744512,0.23880331,0.23077129,0.007212221,0.22355907,0.030201511,0.033634473,0.03125268
NCAPG2,ENSG00000146918,1.6926315,0.05424425,0.037818152,0.007211039,0.030607114,0.13293646,0.3028173,0.19067666
CSTF3-DT,ENSG00000247151,0.8071992,0.25384158,0.24226776,0.0072109913,0.23505677,0.028407447,0.045594662,0.029764552
EPB41,ENSG00000159023,1.7435302,0.04429138,0.032119155,0.0072097965,0.024909358,0.16278103,0.27482155,0.2244703
ZNF101,ENSG00000181896,1.1973498,0.16657022,0.15549675,0.0072073834,0.14828937,0.04326934,0.066479295,0.046350703
ARID5A,ENSG00000196843,1.2013053,0.18333873,0.15780628,0.0072062653,0.15060002,0.039305743,0.13926384,0.045665264
DIPK1A,ENSG00000154511,1.5124832,0.05994527,0.04945329,0.0072046467,0.04224864,0.120187074,0.17502601,0.1456859
JAM2,ENSG00000154721,0.70810366,0.24426562,0.24179435,0.0072042635,0.23459008,0.029493563,0.010117135,0.029795004
ENSG00000268204,ENSG00000268204,0.30433643,0.16369969,0.15463625,0.007202995,0.14743325,0.044001274,0.055366248,0.046580248
CASTOR2,ENSG00000274070,1.2307432,0.16941851,0.13940161,0.007202902,0.1321987,0.042515434,0.17717603,0.051670145
STMN1,ENSG00000117632,1.6383407,0.08713869,0.042628888,0.0072017387,0.03542715,0.082646854,0.5107927,0.16894034
ENSG00000260209,ENSG00000260209,0.13931778,0.07529308,0.075758666,0.007201194,0.06855747,0.09564217,0.0,0.09505439
ZNF491,ENSG00000177599,0.5252966,0.2630999,0.24902596,0.007201041,0.24182491,0.027369987,0.053492807,0.02891683
BCL9,ENSG00000116128,1.4220275,0.10694211,0.09169307,0.0071992953,0.08449378,0.06731956,0.1425915,0.07851515
SMPX,ENSG00000091482,0.17029987,0.07644304,0.076485604,0.007199154,0.06928645,0.09417671,0.0,0.094124295
ZNF670,ENSG00000277462,1.4094683,0.09743905,0.08201075,0.007198722,0.07481203,0.07387923,0.15833792,0.087777786
ENSG00000280195,ENSG00000280195,0.4298761,0.20655294,0.20389193,0.0071984273,0.19669351,0.034850277,0.012882918,0.035305113
ENSG00000261338,ENSG00000261338,0.58517265,0.2644525,0.2507267,0.0071972995,0.2435294,0.027215851,0.05190266,0.028705755
ENSG00000242029,ENSG00000242029,0.3452781,0.18030453,0.180207,0.0071970904,0.1730099,0.039916303,0.00054090767,0.039937906
RBP1,ENSG00000114115,0.80735177,0.29162517,0.2655496,0.007196641,0.25835297,0.024677709,0.08941468,0.02710093
ENSG00000238178,ENSG00000238178,0.37165967,0.1883388,0.18656541,0.0071961964,0.17936921,0.038208783,0.009415942,0.038571976
LPAR3,ENSG00000171517,0.5996283,0.24484032,0.24191302,0.0071960734,0.23471695,0.029390883,0.011955969,0.029746532
ENSG00000237844,ENSG00000237844,0.4857078,0.25746858,0.24741814,0.007196045,0.2402221,0.027949216,0.039035622,0.02908455
SMBD1P,ENSG00000283426,1.291419,0.17094167,0.14132205,0.007195592,0.13412645,0.042093843,0.17327325,0.050916273
HLA-DQB1,ENSG00000179344,0.3280821,0.120125845,0.117631465,0.007195448,0.110436015,0.059899252,0.020764723,0.061169416
C2orf15,ENSG00000273045,0.3125717,0.13914092,0.13143863,0.007195297,0.124243334,0.0517123,0.055356044,0.054742638
ENSG00000267537,ENSG00000267537,0.12455852,0.06085718,0.06147621,0.0071950066,0.0542812,0.118227735,0.0,0.11703725
GLUD1P2-1,ENSG00000290875,0.62943834,0.25034484,0.2406524,0.007194757,0.23345764,0.028739385,0.038716376,0.029896885
ENSG00000224819,ENSG00000224819,0.49059477,0.22103621,0.22172375,0.0071945097,0.21452925,0.03254901,0.0,0.03244808
ENSG00000265751,ENSG00000265751,0.45428082,0.23263246,0.22743747,0.0071914084,0.22024606,0.030913178,0.022331329,0.031619277
GUSBP1-1,ENSG00000291102,1.5937685,0.069236994,0.045219235,0.0071888804,0.038030356,0.10383005,0.346892,0.15897837
RHOC,ENSG00000155366,1.4755849,0.12287057,0.08010525,0.007188792,0.07291646,0.058507025,0.34805176,0.089741826
ENSG00000257379,ENSG00000257379,0.75449085,0.2695482,0.24849331,0.0071875276,0.24130578,0.026665092,0.07811179,0.02892443
APOBEC3C,ENSG00000244509,1.2701834,0.17963782,0.13841493,0.007185559,0.13122937,0.040000256,0.22947776,0.051913176
LINC00623,ENSG00000226067,1.2088673,0.17094044,0.1567069,0.0071847774,0.14952213,0.042030882,0.0832661,0.045848507
SUV39H2,ENSG00000152455,1.2134845,0.1739958,0.1560843,0.007184299,0.1489,0.041290075,0.10294211,0.046028327
ENSG00000271737,ENSG00000271737,0.33400378,0.1849541,0.18357387,0.0071841353,0.17638974,0.0388428,0.0074625807,0.039134845
MLF1,ENSG00000178053,1.495801,0.116541915,0.083199345,0.007183534,0.07601581,0.06163906,0.28609937,0.08634123
AHSG,ENSG00000145192,0.5454223,0.39012498,0.37156484,0.007182957,0.36438188,0.018411938,0.04757486,0.019331638
LY6G6C,ENSG00000204421,0.44794804,0.20604438,0.19856411,0.007182785,0.19138132,0.034860376,0.03630414,0.03617363
ENSG00000287796,ENSG00000287796,0.3437516,0.16709343,0.1656001,0.0071822475,0.15841787,0.042983424,0.008937036,0.043371033
CPO,ENSG00000144410,0.19780591,0.15807286,0.1499078,0.007182012,0.14272578,0.04543482,0.051653784,0.047909528
ENSG00000289938,ENSG00000289938,0.30722594,0.15062612,0.1485394,0.007181945,0.14135745,0.047680605,0.013853698,0.04835044
ENSG00000249984,ENSG00000249984,0.14121895,0.08103735,0.08188298,0.007181247,0.074701734,0.08861651,0.0,0.087701336
LGALSL-DT,ENSG00000223935,0.9427694,0.25012422,0.23573595,0.007180409,0.22855555,0.028707372,0.057524472,0.030459542
TTL,ENSG00000114999,1.4745548,0.07835915,0.064767264,0.007180349,0.057586916,0.09163383,0.17345627,0.110863864
ENSG00000256196,ENSG00000256196,0.29384756,0.18399377,0.18012337,0.0071796277,0.17294374,0.039021038,0.021035483,0.0398595
OLIG2,ENSG00000205927,0.08098916,0.04617953,0.046836928,0.0071780495,0.039658878,0.15543792,0.0,0.1532562
NOC3L,ENSG00000173145,1.6032856,0.08097375,0.059705835,0.0071778973,0.052527938,0.08864474,0.26265198,0.12022103
TSPEAR,ENSG00000175894,0.5350974,0.24847962,0.24470344,0.007177688,0.23752576,0.028886426,0.015197133,0.02933219
HLA-F-AS1,ENSG00000214922,1.1388876,0.20625402,0.19586603,0.0071773757,0.18868865,0.03479872,0.050365016,0.03664431
BNIP3P1,ENSG00000197358,0.45129028,0.21112542,0.2064631,0.0071763233,0.19928677,0.033990808,0.022083176,0.03475838
PSMG1,ENSG00000183527,1.1862609,0.17404018,0.15990548,0.007174982,0.1527305,0.04122601,0.08121518,0.044870146
BALR6,ENSG00000274840,0.2886398,0.14198232,0.14343993,0.0071747736,0.13626516,0.050532866,0.0,0.05001936
C1orf112,ENSG00000000460,1.358738,0.111699946,0.10313913,0.007174274,0.09596486,0.06422809,0.076641165,0.06955919
ENPP3,ENSG00000154269,0.4715287,0.20095965,0.20013778,0.007174229,0.19296356,0.035699848,0.004089744,0.03584645
TMOD4,ENSG00000163157,0.56656283,0.24378017,0.2386994,0.007174142,0.23152526,0.029428735,0.020841563,0.030055132
TPM2,ENSG00000198467,1.5032657,0.0955895,0.05501066,0.007173539,0.047837123,0.07504526,0.4245115,0.1304027
SLC6A6,ENSG00000131389,1.7024494,0.062003348,0.037656106,0.0071735065,0.0304826,0.11569547,0.39267623,0.19050048
ENSG00000279277,ENSG00000279277,0.7893845,0.26870194,0.25142843,0.007171196,0.24425723,0.026688293,0.06428504,0.028521819
PLPPR4,ENSG00000117600,0.23015332,0.13385269,0.13426495,0.0071704714,0.12709448,0.053569872,0.0,0.053405385
CLEC3A,ENSG00000166509,0.15282269,0.09099797,0.092158414,0.00717027,0.08498815,0.07879593,0.0,0.077803746
TRMT2B,ENSG00000188917,1.4063859,0.11945352,0.101399876,0.0071686627,0.09423121,0.06001215,0.1511353,0.07069696
ENSG00000231877,ENSG00000231877,0.1649765,0.105039835,0.10655941,0.007167786,0.099391624,0.06823874,0.0,0.06726563
CDH24,ENSG00000139880,0.7559903,0.27050057,0.24897864,0.0071677295,0.24181092,0.02649802,0.07956333,0.028788531
SELENOM,ENSG00000198832,1.0940592,0.19822823,0.1521466,0.007167493,0.1449791,0.036157783,0.23246756,0.047109127
ENSG00000248458,ENSG00000248458,0.15986715,0.10106952,0.10196032,0.0071672997,0.094793014,0.07091455,0.0,0.07029499
CERS6-AS1,ENSG00000227617,0.5546433,0.27265394,0.2652931,0.0071664453,0.25812665,0.026284033,0.026997028,0.027013313
FAM135A,ENSG00000082269,1.6668606,0.055784125,0.044541746,0.0071663577,0.03737539,0.12846589,0.20153366,0.16089082
BEST1,ENSG00000167995,1.0622534,0.2531532,0.1951174,0.0071663433,0.18795106,0.028308325,0.22925171,0.036728367
WDFY2,ENSG00000139668,1.7770221,0.036416795,0.024760643,0.0071650227,0.01759562,0.1967505,0.3200763,0.28937143
STEAP3-AS1,ENSG00000229867,0.5745899,0.27295116,0.2726759,0.0071633295,0.2655126,0.026243998,0.0010084377,0.02627049
NDUFAF6,ENSG00000156170,1.634743,0.053270794,0.042845063,0.0071629565,0.035682105,0.1344631,0.19571196,0.16718277
GABRA3,ENSG00000011677,0.9148889,0.23104098,0.2263636,0.0071627614,0.21920083,0.031002125,0.02024483,0.031642728
H3C8,ENSG00000273983,0.13697955,0.086749434,0.0850604,0.0071626604,0.07789774,0.08256723,0.019470233,0.08420675
ITPRID2,ENSG00000138434,1.808219,0.03485242,0.025501467,0.0071623907,0.018339077,0.20550628,0.26830137,0.2808619
ZNF532,ENSG00000074657,1.4938878,0.076651454,0.06162405,0.0071614427,0.054462608,0.093428664,0.19604851,0.11621182
EFCAB10,ENSG00000185055,1.185798,0.17868228,0.16512553,0.007161345,0.15796418,0.04007865,0.07587069,0.043369096
ENSG00000246596,ENSG00000246596,1.2399408,0.17411767,0.15826432,0.0071612494,0.15110308,0.041128792,0.091049604,0.045248665
SLA,ENSG00000155926,0.16013303,0.1320351,0.13300966,0.0071602706,0.12584938,0.054230053,0.0,0.053832714
PAX8,ENSG00000125618,1.1795812,0.1941157,0.17765588,0.0071596517,0.17049623,0.036883425,0.08479388,0.040300675
SLC22A15,ENSG00000163393,1.1904666,0.20912631,0.18980896,0.0071587525,0.18265021,0.034231715,0.09237166,0.037715565
TGM4,ENSG00000163810,0.27024242,0.15979211,0.15623032,0.007157222,0.1490731,0.044790834,0.02229018,0.045811992
ENSG00000235189,ENSG00000235189,0.8677178,0.2659067,0.26051325,0.00715623,0.25335702,0.02691256,0.020283226,0.027469736
SFRP2,ENSG00000145423,0.09252558,0.07661239,0.0783688,0.0071552224,0.07121357,0.09339511,0.0,0.091301925
OVOL1,ENSG00000172818,0.50594735,0.15472037,0.14757818,0.0071551935,0.14042298,0.04624597,0.0461619,0.048484087
TM2D2,ENSG00000169490,1.1448354,0.18868855,0.16122541,0.00715462,0.1540708,0.037917614,0.14554745,0.044376504
ERCC6L2-AS1,ENSG00000175611,1.2048352,0.20034912,0.17585771,0.007154309,0.16870339,0.03570921,0.12224368,0.040682375
COL11A2,ENSG00000204248,0.7291645,0.28169718,0.23982711,0.0071542324,0.23267289,0.02539689,0.14863504,0.029830791
AQP7P1,ENSG00000186466,0.41332808,0.15363325,0.1476583,0.0071539567,0.14050435,0.046565156,0.038890984,0.048449405
ZNF215,ENSG00000149054,1.2698753,0.18948437,0.17855257,0.007153881,0.17139868,0.037754465,0.057692382,0.040065963
ENSG00000286570,ENSG00000286570,0.266022,0.11793704,0.11413032,0.0071536507,0.106976666,0.06065652,0.032277603,0.06267967
ENSG00000262482,ENSG00000262482,0.48513973,0.21984875,0.21744122,0.0071518496,0.21028936,0.032530773,0.010950874,0.032890957
KIFAP3,ENSG00000075945,1.5968088,0.06043125,0.04591746,0.007150999,0.03876646,0.118332796,0.24017029,0.15573594
ENSG00000267243,ENSG00000267243,0.23245193,0.13445444,0.13666973,0.0071501783,0.12951955,0.05317919,0.0,0.052317206
ENSG00000289727,ENSG00000289727,1.3657647,0.14110206,0.10778306,0.007150084,0.10063297,0.050673135,0.23613407,0.066337734
PLK4,ENSG00000142731,1.3315256,0.1251187,0.10797744,0.007149743,0.1008277,0.057143677,0.13699998,0.06621515
C2-AS1,ENSG00000281756,0.39073616,0.19597611,0.18280755,0.007147982,0.17565957,0.03647374,0.067194715,0.03910113
ENSG00000291202,ENSG00000291202,0.9792895,0.2456758,0.23270412,0.0071475906,0.22555652,0.029093588,0.052800007,0.03071536
ENSG00000273269,ENSG00000273269,0.8508856,0.3028524,0.261116,0.0071469136,0.25396907,0.02359867,0.137811,0.027370647
TSBP1,ENSG00000204296,0.30441892,0.18527687,0.18344413,0.0071459548,0.17629817,0.038569063,0.009891891,0.038954392
ENSG00000254135,ENSG00000254135,0.15585296,0.10142815,0.102237925,0.0071458365,0.09509209,0.0704522,0.0,0.06989419
GOLGA8M,ENSG00000188626,0.3701739,0.17739508,0.17771985,0.0071457634,0.17057408,0.040281635,0.0,0.040208023
GPATCH3,ENSG00000198746,1.0626012,0.20390263,0.17730467,0.007145761,0.17015891,0.035044968,0.13044442,0.040302157
SGCE,ENSG00000127990,1.436784,0.07668192,0.0684876,0.0071451575,0.06134244,0.09317917,0.106861174,0.10432775
NFATC2IP-AS1,ENSG00000260853,0.8192851,0.27035362,0.25234717,0.00714487,0.2452023,0.026427869,0.0666033,0.028313652
ENSG00000290394,ENSG00000290394,0.22026299,0.1632162,0.1298627,0.00714432,0.12271838,0.043772124,0.2043517,0.055014413
TUBG1,ENSG00000131462,1.2122873,0.19534624,0.14853072,0.007143912,0.1413868,0.03657051,0.23965403,0.0480972
ZNF571,ENSG00000180479,1.1524727,0.17124459,0.15642343,0.0071432516,0.14928019,0.041713737,0.08654963,0.04566612
CCDC157,ENSG00000187860,0.8096749,0.26858047,0.2590359,0.007143138,0.25189275,0.026595896,0.03553714,0.027575862
LINC02569,ENSG00000235781,0.21450244,0.09606864,0.09137141,0.0071427994,0.08422861,0.074351,0.048894554,0.07817324
ENSG00000253200,ENSG00000253200,0.49735025,0.2355477,0.2203208,0.0071422607,0.21317855,0.030321928,0.06464466,0.03241755
ADCYAP1R1,ENSG00000078549,0.09426747,0.077077836,0.077822074,0.007141824,0.07068025,0.0926573,0.0,0.091771185
ENSG00000288683,ENSG00000288683,0.48404637,0.22759622,0.22324716,0.0071405782,0.21610658,0.03137389,0.0191087,0.03198508
CHRD,ENSG00000090539,0.2894995,0.15579621,0.15323432,0.0071398094,0.1460945,0.045827873,0.016443897,0.04659406
KRCC1,ENSG00000172086,1.444315,0.118898086,0.08459195,0.0071397414,0.077452205,0.060049254,0.288534,0.084402144
CFAP69,ENSG00000105792,1.3403429,0.12369177,0.10402684,0.007137991,0.09688885,0.05770789,0.15898332,0.06861682
NEAT1,ENSG00000245532,2.2347364,0.064767174,0.021383401,0.007137717,0.014245683,0.110205784,0.669842,0.3337971
MSI1,ENSG00000135097,0.50740653,0.1639382,0.16378514,0.0071374546,0.1566477,0.04353747,0.0009335825,0.043578155
FUT6,ENSG00000156413,0.2693075,0.11528003,0.116477124,0.0071371244,0.10934,0.061911196,0.0,0.0612749
LINC01118,ENSG00000222005,1.2766852,0.14476794,0.12539041,0.007136602,0.11825381,0.04929684,0.13385235,0.056915052
OBP2A,ENSG00000122136,0.05960792,0.041344665,0.04215169,0.0071363333,0.035015356,0.1726059,0.0,0.16930124
YRDC,ENSG00000196449,1.1910667,0.17192937,0.15047494,0.0071346746,0.14334026,0.041497707,0.12478635,0.047414374
ARSB,ENSG00000113273,1.2105987,0.1696441,0.15503408,0.007134551,0.14789952,0.042055994,0.086121604,0.046019245
AKNAD1,ENSG00000162641,0.53830314,0.26005194,0.25603434,0.007133845,0.2489005,0.027432384,0.015449189,0.027862843
SERINC5,ENSG00000164300,1.7439052,0.04101218,0.031608492,0.0071328646,0.024475627,0.17392065,0.22929011,0.22566292
ZNG1C,ENSG00000196873,0.92180055,0.26569283,0.24938175,0.0071322233,0.24224953,0.026843868,0.06139074,0.02859962
